page,col,seq,彝文,IPA,直译,意译
389,R,1,万 % 配 田,kh133 55 XD21 mp 21,它 肉 要 不 真,也 不 能 捡
389,R,2,子 76,mb 33 du33 m133,后 天 地 献 完,祭 完 天 地 后
389,R,3,了 办,133 siss si33 tshi21 to33,獐 血 猎 狗 喂,獐 血 喂 猎 狗
389,R,4,% 3,1p33 fi33 XD 21 Z.O 44,獐 肉 猎 人 分,獐 猎 分 肉 人
390,L,1,亏 飞 日,ni33 1D33 nu 33 ty's 1033,獐 坐 女 隙 处,獐 子 股 盆 里
390,L,2,#X 丑,1D33 tshi21 ne21 ne 33 xur44,獐 麝药 名 是,麝是 名 贵 药
390,L,3,米丑 九,tshi21 ne²1 33 ne ne33 tsi33,药 名 是 也 真,名 贵 药 不 假
390,L,4,X 丑 Z,tshi21 1p33 ky44,药 名 了 拿,割 下 獐 子麝
390,R,1,飞 飞羽,tshi2i V133 tsh021 do21 mu33,药 拿 伴 迈 做,带药 登 路 程
390,R,2,飞,tho²1 dzo qD 55 1o21 nu,托作 高 罗 妮,托 作 高 罗 妮
390,R,3,A,le31 4u33 ku33 le&p Ve21,左 手 银 镯 戴,左 手 戴 银 镯
390,R,4,号 3,33 si33 piss ZD le31 dy31,右 手 金 戒 戴,右手 戴 金戒
391,L,1,万 与 每,"kh,33 V133 55 ni²1 mu 33 nu",他 家 二 兄 妹,他 们 兄 妹 俩
391,L,2,nI 田,th21 kD33 88 44 mp 21,一 路 走 不 无羞,羞 于 一 路 走
391,L,3,WI 特 田,th21 kD33 8X mp 21 tD33,路 走 不 肯 一,不 肯 走 一 路
391,L,4,IM Z,nw 55 h1s5 th121 1o21 33 m6,妹 跑 一 凹 进,妹 跑 进 山 凹
391,L,5,全,th121 dess tce33 tce33 de4,伙子 跑 一 梁 上,伙子 跑 山 梁
391,R,1,田 住 专 日 住,mp 21 tsi33 1033 tsi33,不 遇 别人 处 遇,没 有 遇 他 人
391,R,2,专 日 效 住,si33 133 1033 A21 tsi33,别人 处 阿 因 遇,遇 见 了 阿 因
391,R,3,专 日 效 女,si33 1033 A21 np 33,别人 处 阿 因 问,向 阿 因 寻 问
392,L,1,,nI ZZZ47,th121 he31 tsh133 do21,夜 十 话 闻
392,L,2,nI ZZZ47,th121 he31 tsh133 do21,夜 十 话 闻,夜 闻 十 话 一
392,L,3,☆ 金 田 仑,do21 gD D21 ni4 mp 21 m133,话 闻 心 不 忘,闻 话 心 不 忘
392,L,4,# WI 天,33 th21 ni33 mi ne4 tsiss,地 黑 渗 一 日,渗 人 地 之 日
392,R,1,子 天 日,mu²1 tce mu21 ni33 1033,天 清 天 日 处,无 云 之 晴 日
392,R,2,天,th2 ni33 tsh33 mx 21,一 日 十 次 见,一 日 见 十 次
392,R,3,万 系 目,kh133 zi33 2i33 t$033,那 样 像 在 呢,此 般 情 况 下
393,L,1,形 Z出 WI,A21 th21 nu33 204,阿 因 你 一 人,唯 遇 阿 因 你
393,R,1,目 配 3=,tshi21 33 33 tso oG D033,药 有 你 见 见,你 可 见 到 药
393,R,2,效 Z 7水,A33 thi21 tch21 do21,阿 因 一 句 丢,阿 因 说 一 句
393,R,3,77 中,th121 do21 zi33 4055 do44,一 句 涮 出 呢,说 出 一 句 来
393,R,4,X 田 3,tshi2i kh33 44 m121 mp 21 sa,药 药 它 不 知,不 知 1道 有 药
394,L,1,田,kh33 aG ne44 mp 21 n03,我 它 看 不 见,我 没 见 过 药
394,L,2,专,"zi33 si33 t""w 4h.._33 np 33 gp 21",别人 点 我 闻 呢,人 说 我 听 过
394,L,3,? 双@3=,tsess the21 the21 104 ng31,石 癫 接 滚 滚,癫 石 团 团 滚
394,R,1,米庄 子,tshi21 tsi33 mu²1 1e4,药棵 天 雷 摇,药 棵 半 空 摇
394,R,2,住,"k""p²1 kD1 m121 tsi33",药 棵 白朴朴,药 秆 灰 白 色
394,R,3,万 双 2 m,"kh,33 Zi33 dz,w nu²1",那 样 长 来 呢,此 般 生 长 着
394,R,4,此 般 生 长 着,tho²1 dz044 1o21 9DS nu33,托 罗 高 罗 妮,托 罗 高 罗 妮
394,R,5,台,tche44 0$S lu²1 tsh021 as 55,村 头 伙子 伴 喂,（食 待 饮 伙 子
395,L,1,,lu² tsho²1 1 lu²l tsh33,伙子 伴 伙子十 人,邀 十 个 伙 子
395,L,2,田益,the4 qo 33 lu²1 tsho21 tsD,村 中 伙子 伴 找,村 中 邀 伙 子
395,L,3,田 面 z4 分,lu²1 tsh021 th33 33 33 yD,伙子 伴 三 十 得,邀 得 三 十 人
395,L,4,田 年,kh133 mp²1 kD33 su33 tsh133,她 不 加 三 十,不 加 她 三冏 十
395,R,1,万年 面4W,kh33 kp33 sur 33 tsh133 th12i,她 加 三 十 一,加 她 十 三 一
395,R,2,田,"lur²1 21 q""e” h44 bu21",伙子 大 篮 大 背,大 者 背 大 篮
395,R,3,田 光光,lur²1 nia's qe44 bu21 nass,伙子 小 篮 小 背,小 者 背 小 篮
395,R,4,Y 飞,niss 33 du21 tu33 33,控 具 嘴 长 拿,拿 上 尖 嘴 锄
395,R,5,3= U,te33 le&p hp33 mp 33,云 结 结 雨 水,结云 孕 日 雨 水
396,L,1,田 A,te33 mp 21 reap hp33 4u33,云 不 结 雨 白,云 跑 下 冰 電
396,L,2,去,ms IaP tD33 do44 h33,的 起 出 来,刷 地 站 起 身
396,L,3,700 甘 特,si21 dp21 kD33 Ve33 tsho21,道 七 路 边 行,七 条 路 边 走
396,L,4,甘# 甘 日,dp21 kD33 dp21 1033 tsho21,道 路 道 处 行,行 在 路 途 上 口
396,L,5,羽飞男 每,"tsho21 do21 ts""o~"" ho21 88 mu 33",行 迈 行 走 做,小 步 加 步 大
396,R,1,17死,q²u21 br21 Z.133 fess oG,河 水 崖 口 见,见 河 岸 崖 壁
396,R,2,田,"h21 kh133 p""D mp?1",父 思念 她 不 哭,思 父 她 没 哭
397,L,1,7=配,"zi33 fess q""u² no 33",崖 口 见 呢 哭,见 崖 壁 愁 哭
397,L,2,IM 子 又,th2i si33 ni4 ID33 tDss,样 哭 了 搁 一,停 下 哭 一 阵
397,L,3,易 易,b121 Z.133 b121 tsh;33 pu33,河 水 河 岸 到,行 至 河 岸 上
397,L,4,易,b121 pu33 fess qe' 3.31 h33,河 岸 崖 端 上,河 岸 峭 崖 上
397,R,1,住 # 3=,tshi21 33 tsi33 ni4 ZE,药 棵 绿 笑 笑,药 苗 绿 鲜 鲜
397,R,2,住,tshi21 tsi33 mi²1 tsi33 dzo44,药 棵 药 棵 沾,苗 药 药 连 苗
397,R,3,X 万 日,tshi21 m121 kh33 1033. nu 21,药 药 长 那 里,药 材 那 里 长
397,R,4,田 西4与,lu²1 tsho21 tsh133 su33 Z.04,伙子 伴 三 十 人,三 十 个 伙 子
397,R,5,与 17飞,tsh;33 fess m.b h.21 do44,两 脚 崖 口 登,双 脚 登崖 口
398,L,1,与,ni21 rmyb le31 s dlo 44,两 手 崖 口 攀,双 手 攀 崖 口
398,L,2,去,dlo21 di21 festch33 de44,霍 的 上上 崖,霍 地 登 上 崖
398,L,3,住 Z 住,tshi21 tsi33 tsi33 do31 du²!,药 棵 毒 棵 放,割 药 苗 毒 草
398,L,4,Z Z 金 小,ni44 do31 tshi21 do31 du21,毒 .药 毒 根茎 挖,挖 茎 毒 药 根
398,L,5,住 A Y,m21 tsi33 4u33 ID33 du21,药 棵 白 了 挖,棵 枯 挖其 根
398,R,1,Y Z,niss du21 tu33 33 33,挖 具 嘴 长 拿,挖 尖 嘴 锄 根
398,R,2,用 勿 WI 安 众,siss np 33 th21 ob 33 d2133,先 前 扯 伸 一,首 先 扯 一 根
398,R,3,7 W,si44 ti44 De33 t$D33 SO,树 缠 藤 条 头,藤 条 缠 树 木
398,R,4,X,0.55 133 tsi21 le31 do 4,药 头 钩 出 来,钩 ：下 药 梢 藤 1
398,R,5,开每 子 A,"mu dz,i21 mu33 b121",天 白 钱 做 给 日,此 为 天力 药
399,L,1,年 每 了,mu 33 kp33 ID33 mu te33,高 过 了 高 置,高 天 药 高 用
399,L,2,Z 子 半,V133 1D33 mu²1 muss to33,拿 了 天 马 喂,马 天 药 喂 天
399,L,3,分 日 WI 众,yD 33 1033 th21 SOb d2133,处 扯 伸 后 一,后 来 扯 一 根
399,L,4,3E 2,"tshi21 dz,031 do44 1h33 da44",药 腰 断 出 来,断 下 药 藤 腰
399,R,1,Z 九 π,V133 dzi21 ne33 muss do33,拿 也 官 马 喂,地 药 喂 官 马
399,R,2,灶 九 众,du33 ng33 th21 q033,后 也 一 扯 伸,再 后 扯 一 根
399,R,3,X 7: 田,tshi21 mess lur²1 do44 133,药 尾 整个 来 出,拔 出 药 根 茎
399,R,4,丑 日 ZZ,tshi2i qe44 1033 dlu33 ne2i,药 良 篮 处 进,药 材 装 进 篮
399,R,5,田 九,lu21 21 qe44 ne33 dle33,伙子 大 篮 也 满,大者 篮装 满
400,L,1,田光飞,qhe44 33 lu²1 na's ne dle33,伙子 小 篮 也 满,小 者 篮 也 满
400,L,2,男 7,1D33 kD33 du21 9031,走 了 路 原 回,原 路 去 返 回
400,L,3,司 W to,he33 tshi33 t$033 1p33 lur's,转 了 勒 罕 到,转 回 到 勒 罕
400,L,4,住 包,tsi33 niss tshi21 tce4 di33,院 坝 药 凉 坪,坝 药 坪 院 凉
400,R,1,%X 包 % 3=,tshi21 tce 44 niss,药 凉,药 材 凉
400,R,2,X 焱 A,khp²1khD21 tshi21 4u33,药 晒 白 枯枯,药 材 晒 干 燥
400,R,3,焱,tshi21 tce4 tshj21 fe33,药 凉 药 晒 干,药 材 凉 晒 干
400,R,4,X 70,"tshi21 t1s5 mu? 1,33 zi33",药 春 做 来 呢,要 春 药 材 了
401,L,1,飞,si33 V133 90$s ku33,果 诗 家 屋 里,果 诗 家 屋 里
401,L,2,半 4h X图,mu 55 me31 qe44 do4,将 大 出 兵 强,兵 强 马 又 壮
401,L,3,A 面 70,VD 33 4U33 33 tshi33 dza3 su,网 白 三 笼 编,编 织 三 笼 网
401,L,4,面 70 钙,h33 tsh33 kD33 m.b VD 21 ms 33,套 网 三 笼 加,加 冏三 笼 套 网
401,R,1,了 办 日 专,si33 si33 tshi21 le31 1033,猪 狗 手 处 牵,牵 猪 狗 手 上
401,R,2,去,ta33 do 4 zi133,地 去 起 出,地 起 身 走
401,R,3,田 WI 电 日,21 tshi33 th121 1033 mp turs,不 到 一 地 处,来 到 陌 生 地
401,R,4,矢 田,si21 S031 1e31 mp 21 me 33,果 摘 手 不 及,摘 手 难 及 果
402,L,1,了 日,niss dz121 te33 me33 1033,嘴 伸 埂 尾 处,前 倾 断 崖 处
402,L,2,荟 R,tless do44 md 33 qD 33 dp21,鹰 出 山 垭 岭,鹰 山 垭 岭
402,L,3,荟 A,tless 4u33 tless ne44 qu33,鹰 白 鹰 黑 套,网 套 黑 白 鹰
402,L,4,日 WI 灶 包,th121 yu2l 1033 du33,前 处 一 桩 拴,首 先 套 一 只
402,L,5,荟 WI 了,tless 4u33 thi21 mD33 te33,鹰 白 一 个 着,网套 白 鹰
402,R,1,π 飞 A 国,dzi21 V133 tless du33 ne,官 家 鹰 冏白 是,是 官 家 冏白 鹰
402,R,2,π 会 π,q031 dzi21 tless du² dzi21,官 鹰 放 官 还,放 鹰 还 官 家
402,R,3,分 日 WI 灶 包,33 1033 th121 du33 niss yD,后 处 一 桩 拴,后 来 套 一 只
402,R,4,荟,thi2 tche33 tless ne44 te33,鹰 黑 一 只 着,网 套 一 黑 鹰
403,L,1,,muss ttess mu*5 q031 Hu²1,将 鹰 放 将 还,放鹰还将 家
403,L,2,灶 日,th21 tche33 du3 1033 niss,后 处 一 只,再后 只
403,L,3,3 几分 荟 WI,t4ess si33 th21 mp' 33 YD,鹰黄 个 得 一,套 获 一 黄 鹰
403,L,4,不 飞 3 国,V133 tless si33 、33 p133 ne,毕摩 家 鹰 黄 是,毕 摩 家黄 鹰
403,L,5,不,q031 p133 t4ess dur²1 D133,毕摩 鹰 放 毕摩 还,黄鹰还毕摩
403,R,1,7L 日 IM 包,1033 th21 VD 33 niss tsi31,再 处 一 网 拴,最 后套 一 只
403,R,2,最 后套 一 只,du3 qu3 t4es phe33 tless,鹰灰 鹰 桩套,套住 灰鹰
403,R,3,几分,tyes phe33 thi21 mp3 33 yD,鹰灰 个 得 一,套获 灰 鹰
403,R,4,用,t4ephe33tshi21 t4e5s,鹰灰药 鹰 是,灰鹰是 药 鹰
403,R,5,灰鹰是 药 鹰,"t4ess p""e"" h33 zu 33 do44 133",鹰灰 捉 出来,捉灰鹰过来
404,L,1,,t4e5sphe33dzo²kw”3 kD33,鹰灰腰身 加,灰鹰之腹 腔
404,L,2,704日,t15s tshu33 tshi21 1021 mp 33,药 春確 白 大,用 作春药
404,L,3,用 作春药,t4ess kuw3 tshi21 t155 1021,鹰身药 春 白,鹰身作 药 白
404,L,4,没 有春 药,t4ess pu3 tshi21 t1s5 pu33,鹰骨药 春 棒,鹰骨作日
404,R,1,田 目,tshi21 kD33 fa44 mp² 21 t$033,药筛筛 不 有,没 有筛 药筛
404,R,2,没 有筛 药筛,t4ess tu33 tshi21 kD3 fa44,鹰翅药筛 筛,鹰翅作 药 筛
404,R,3,米里卉 田,tshi21phu33 tu33 mp21 t$033,药盖具 不 有,没有药盖具
404,R,4,荟万米里卉,tshi21pw33 t4ess mess tu33,鹰尾药盖 具,鹰尾 作 盖 具
404,R,5,田,tshi21 tce5s tu33 mD 21 t$o 33,药煮具 不 有,没有煮药具
405,L,1,分 3 茶,"z,33 ZD21 si33 bu33",昆 明 金 罐 拿,昆 明 罐 拿 金
405,L,2,见州 A,dur21 pur33 4u33 bu33,宜 良 银 罐 拿,宜 良 拿 银 罐
405,L,3,国 茶,lu²1 dlp21 bu33 De33 213,澄 江 铵 罐 拿,澄 江 拿 铵 罐
405,L,4,半,h33 muss zu! bu33,还 是 将 使 罐,都 是将使 罐
405,R,1,W 77 茶,"lur's dz,i21 bu33 2133",路 南 铜 罐 拿,路 南 铜 罐 拿
405,R,2,九,A21 1y4 3G 33 bu33,阿 勒 也 使 罐,阿 勒 匠 用 罐
405,R,3,与 特 茶,1p21 ni²1 44 bu33 zu3 33 mx,陆 良 铁 罐 拿,陆 良拿 铁 罐
405,R,4,专 九万分,si33 kh33 33 ne33 YD,别人 也 它 的 使,别人使用它
406,L,1,考万九,si33 Zu² 21 kh33 ng33 Zu²1,别人 使 她 也 使,人 用 她 也 用
406,L,2,z4 3= 九 ZZ,tsh133 033 033 ng33 dlw,十 样 样 也 装,十 样 药 可 装
406,L,3,九么 九 分,ku's b121 Ve33 3U 33 yD 33,匠 给 买 也 得,从 匠 处 买 得
406,L,4,? 九 目,tshi21 tcess bu33 1303,药煮 罐 也 有,煮 药 罐 有 了
406,L,5,田,tshi21 tcess 2133 mp²1 t$033,药煮 水 不 有,没有煮药水
406,R,1,效,A33 tcess 133 m133,什 么煮 来 作,什 么煮 药 水
406,R,2,效 7,A33 m133 tshi21tcess si4,什 么药 煮 柴,么煮药 什 柴
406,R,3,7,t4ess yu²1 tshi2ltces,骨药 鹰 煮 柴,鹰骨煮 药 柴
406,R,4,田 m,tshi21 tcess tuss mp21 t3033,药煮 火 不有,煮药没有火
407,L,1,女 7 专,kur's VI33 si33,格资 家 知 主 问,问 格 资 圣 者
407,L,2,7 专,55 si33 th21 do21 b121 sa,知 主 一 话 给,圣 者 答 一 句
407,L,3,特子 3E,mx mu da44 mu33 b121,铁 火 镰 做 给,拿 来 铁 火 镰
407,R,1,3E ?,tchi31bx31 m1²1 d4 104,羊 蹄 火 燧 石,羊 蹄 取 火 石
407,R,2,日,te33 m8 tsh;33 1033 md,埂 尾 山 脚 处,山 脚 石 壁 下
407,R,3,效 α 3E,A33 mb 33 m121 dq44 tsp33,阿 格 引 火 草,阿 格 引 火 草
407,R,4,用 #,kD33 ts133 ka44 tsha44 si5s,路 边 卡查 草,路 边 卡 查 草
407,R,5,OX 出,tuss tsess 33 zu mu,水 接 饭 做 使,用 来 添火势
408,L,1,九,tshi2l t tcess tuss ne33,药 煮 火 也 有,煮 药 火 也 有
408,L,2,分 田,33 33 tuss tsD33 yD mp 21 mb,火 饭 得 不 完,柴 火 尚 不 够
408,L,3,住 住去,"tsi33 mu33 tsi""t tche3tc15s",棵 一的 棵 上找,树 木 枝 上 找
408,L,4,不,"tsi33 nu* p""e31 4D21",棵 找 沙松 叶 子,找树 找 沙 松
408,R,1,,mG 33 tsi33 4D21,沙 松 叶 结 厚,沙 松 针 叶 厚
408,R,2,住 飞比,tsi33 ness 4D21 dx31 bp²1,资 楠 叶 结 薄,资 楠 叶 子 稀
408,R,3,A 不 住 3=,tD33 D13 tsi33 tsi33 ne,蕨 草 棵 棵 矮,蕨 草 棵 低 矮
408,R,4,A 不 飞比,tD33 p133 4D21 dy31 bp21,蕨 草 叶 结 薄,蕨 草 叶 子 稀
408,R,5,茶 不,33 4D21 tD33 4D21 mG,沙松 叶 蕨 草 叶,沙 松 蕨 草 叶
409,L,1,开,33 tuss tsp33 kh133 ne,火 饭 它 也 良,添 火 势 极 好
409,L,2,每3: 电,33 pu mu33 mu33 kD33 tu33,山 高高 路 地,高 山 N 山 路
409,R,1,ZI 3=,tuss dy31 tD33 n1²1 ni²1,火 着 起 窜 窜,火 苗 向 上 窜
409,R,2,火 苗 向 上 窜,"z,133 tshi21 tcess tshi22 4e44",药煮药 水 开,煮 药水 滚 开
409,R,3,飞卉 田,tshi21qhu33 tu33 mD²1 t$033,药 盛 具 不 有,盛 药没 有具
409,R,4,荟 不 米飞Z,tshi21g²u*'3 siss t4ess,D3 鹰 肚 药 盛 碗,鹰 肚 作 药 碗
410,L,1,X 丑 % 又,tshi21 ne21 tcess 1D33 tDss,药 良 煮 了 搁,良 药 煮 好 了
410,L,2,X Z,"tshi21 do31 p""e h33 1D33 do 44",药 浓 灰 了 出,药 汤 浓 泛 灰
410,L,3,飞 田 目,tshi21 Z.0S5 mp21 t5033,药 勺 不 有,没有 药 勺
410,L,4,荟 飞曲,tshi21 qx31 t4es tu33,鹰 翅 药 勺,鹰 翅 作 药 勺
410,L,5,田,tshi21 to33 kh144 mp t$o,药 喂 角 不 有,没有 药 角 喂
410,R,1,,to33khu4 A33 m133 tshi2i,什 么药 喂角,啥 作 喂 药 角
410,R,2,荟 X,ku4 tless 0.$5 tsi21 to33,鹰 头 药 喂 角,鹰 头 喂 药 角
410,R,3,用 日 WI 用 飞,siss 1033  th21 Z.OS5 qhy31,先 处 一 勺 百,首 先 百 一 勺
410,R,4,Z卅 日,siss th21 khu4 1033 to33,先 处 一 角 喂,首 先 喂 一 角
410,R,5,子 A 日,mu²1 4u33 4D21 1033 to33,天 白 叶 处 喂,喂 天 赐 叶 汤
411,L,1,W,tshi21 to33 lur's mu 33 to33,药 喂 喜 喂 做,心 喜来 喂药
411,L,2,勿 红斋每,np 33 k155 k033 kD21 mu33,病 让 快 效 做,让 病 快 转好
411,L,3,X 日,tshi21 to33 055 1033 tsh:33,药 喂 头 处 到,药 喂 进 嘴
411,L,4,勿,np 33 zi33 ku33 mu 33 Ze31,病 呢身 下 做,病 从 身 冏上 除
411,L,5,X 杜 ZZZ 每,tshi21 h21 tsiss to33 ab mu33,药 喂 苦 喝 做,喂药 喝苦药
411,R,1,乘勿,ku33 33 k033 np dur1 mu33,身 病 -快效 做,病魔快脱身
411,R,2,X圣万 与光,tshi21 m1²1 kh133 ni21 kh033,汤药 面药 那 两 样,汤面 药 两 副
411,R,3,X 丑 九,tshi21 3G 21 33 ne 33 tsi33 ne,药良 是 也 真,确实是 良 药
411,R,4,十 勿万 X,kh133 133 tshj21 tu3 nD33,千 病 它 来 洗,千 病 它来 治
411,R,5,勿万希与,khD5s va 55 kh13,万 病 它效 可,万病它 可医?
412,L,1,X 开 IU 电 又,tshi2i th21 ne21 tu tDSs,药 良 一 地 搁,良 药 出 一 地
412,L,2,电,me 33 tu33 th33 do44,名 盛 地 处 出,盛 名 传 远 方
412,L,3,X 子 A,tshi2i to33 mu²1 4u33 to33,药 喂 喂 天 白,良 药 喂 天 神
412,L,4,子 A 田,4u33 to33 tshi21 mu²1,天 白 不 喂 药,喂 天 所 剩 药
412,L,5,X W π,tshi21 to33 tsi33 dzi21 to33,药 喂 太 阳 喂,拿来 太 阳 喂
412,R,1,W π 田,tshi21 tsi33 dzi21 mp21 to33,太 阳 不 喂 药,喂 阳 所 剩 药
412,R,2,面 了,tce33 zi31 te33 mw 21 to33,星 宿 云 老 喂,喂 星 星 云 彩
412,R,3,万 九 田 X,kh133 ne 33 to33 tshi21 mD21,它 也 不 喂 药,星 云 喂 剩 药
412,R,4,星 云 喂 剩 药,tshi21tcess th121 bu33 4e44,药煮 一 罐 开,煮 开 一 罐 药
412,R,5,分 日 MI,th21 si5s YD 33 1033 t033,后 处 一 碗 喂,后 来 喂 碗 一
413,L,1,π,4i33 dzi21 hp33 mu to33,风 生 雨 老 喂,喂 风 神 雨 神
413,L,2,每,tshi21 to33 055 to33 mu33,药 喂 头 喂 做,药 喂 喂 从 嘴
413,L,3,7L  日 IM 雪,tshi31 1033 th121 bu33 4e44,再 处 一 罐 开,再 煮 一 罐 药
413,R,1,70 日,tshi21 33 1033 tsh;33 ne,味美 甜 味美 处 到,味美 到 极 至
413,R,2,九老π 分,tshi21 tshx4 zi21 ZD21 to33,衙 役 官 儿 喂,喂 官 衙 役 员
413,R,3,用 日 nI,sss 1033 th121 bu33 tsp33,先 处 一 罐 熬,首 先 熬 一 罐
413,R,4,田 专 日 名,21 si33 mp to33 1033 to33,不 喂 别人 处 喂,另 外 喂 人
414,L,1,台,"tshj21 0.55 4i33 dza"" 44",药 梢 风 打 勤,药 梢 易 受 吹
414,L,2,灶 日 WI,du33 1033 th12i bu33,后 处 一 罐 熬,罐 后 来 熬 一
414,L,3,田 IM,21 to33 th21 ZO 44 mp t03,不 喂 一 人 喂,另 外 再 喂 人
414,L,4,% 飞,"p""u3tche4 33 m8 V133 t033",村寨 舅 家 喂,喂寨 中阿舅
414,R,1,开 圣 与,tshi21 ne 21 m1²1 ni2l kh033,汤药 良 面药 二 样,汤 面 两 副 药
414,R,2,W 7 天,tshD²1dzD²1 4033 tciss tDss,盐 吃 舌 找 搁,吃 盐 舌 找 味
414,R,3,日,ng33 133 ng33 1o33 tshi:33,味美 了 味美 处 到,味 美 到 极 至
414,R,4,包 不 包 口,niss dzi21 lu33 办3,土 诵 土 官 城,咒 土 土 成 城
415,L,1,7 不 7 C,si44 si44 1D33 hur2l D133,树 诵 树 了 熊,咒 树 树 燃 火
415,L,2,万 不 不,kh33 33 33 55 pr k04 pi ne,他 毕摩 邪 毕摩 是,他 是 邪 毕 摩
415,L,3,专 九 田,si33 ng33 kh133 mp 21 Zw 21,别人 也 他 不 使,他 别 人 不 请
415,L,4,不 π 田 3,k04 dzi1 au 21 33 D133 SD,邪 舒 诵 官 不,邪 咒 官 不 舒
415,L,5,日 N.,tc1's dz121 tsh:33 k044 1033,邪 找 畜 处 到,邪 咒 对牲畜
415,R,1,田,k044 tsp dzp²1 mp,邪 粮 吃 不 长,邪 粮 吃 不 长
415,R,2,用 不 用 特,siss p133 si5s 1p33 mx 44,草 诵 草 帽 铁,咒 草 铁 帽 成
415,R,3,专 九 万 田,si33 kh133 ng33 mp²1 zu2l,别人 也 他 不 使,别人不 请他
416,L,1,九万 田 出,nu 33 kh33 21 21 ne33 mp Zw,你 也 他 不 使,你 也 莫 请他
416,L,2,不 世,A21 tuss tD3 D13,阿 细 诵 火 起,阿 细 起 火 诵
416,L,3,不 答,44 ne 44 1e33 dzi21 ce p133,汉 诵 黑 色 指,汉 人 指 字 诵
416,R,1,万不卅 不 的,"kh,33 thw33 33 p133 pi qe31",他 毕摩 点 毕摩 赶,请 诵 经 毕 摩
416,R,2,九@米 分 年,the²1tshi21 tshi21 ZD21 kD33,巫 快 药 儿 参,巫 师 医 生 参图
416,R,3,不 住 众,qe 31 tsj33 dz133 tsh;33 Eeld,毕摩 赶 院 坝 到,毕 摩 请 至 院
416,R,4,住 众 来,tsi33 dz1 tshi21 bur33 Ze31,院 坝 轿 子 下,院 坝 下 轿 子
416,R,5,瓦,tshi21 ze tsi2i So21 md 44,轿 下 药 领 返,返 回 拾 医 生
417,L,1,全 飞,tshi21 33 tsD zi33 V133 SD,轿 架 桩 柱 拿,架 轿 扛 棒
417,L,2,不 住 众,p133 tsi33 dzi33 hy31,毕摩 走 院 坝 站,毕 坝 摩 站 院
417,R,1,目,si21 tsh021 si55 t033,走 行 在 样 像,马 动 似 散 步
417,R,2,不 日,"pi 33 ts""i""tc""e” h33 1033 hy31",毕摩 巫 上 处 站,毕 摩 巫 师 站
417,R,3,见 3E W Z,du²1 da44 si5s tsiss,捆 断 麻 样 像,如 同麻杆捆
418,L,1,办 住 孔,tshi21 tsi33 tspss Ze31,巫 迎 雨 引 下,巫 师 引 雨 下
418,L,2,办 又,tshi21 se31 niss au 33 tDss,巫 气 嘴 巴 搁,气 巫 师 喘 粗
418,L,3,不 年 住 全,kD33 tsi33 33 de44 nD,毕摩 过 院 处 上,毕 摩 登 台 诵
418,L,4,Z,ni2l hy31 siss Di4 4,牛 黄 站 样 像,像 一 条黄 牛
418,R,1,田,noss ne 4 siss,猴 黑 大 样 像,好 猴 像 大 黑
418,R,2,灶 4 M,np 4u33 DS h44 33 0,斑 鸠 栅 头 叫,斑 鸠 站 桩 头
418,R,3,州 Z,44 hy31 siss ze 44 tsi33 ne,秤 站 像 样,仿 佛 像 秤
419,L,1,飞岳九业,tsh;33 tsh133tsu33 21 D133 m6,十 毕摩 十 商 讨,十 毕摩商 讨
419,L,2,O 专 面,xw 44 th33 Si33 dzy31 surss,池 岸 别人 三 柴,池 边 三 堆 人
419,R,1,果 分,"ku's dzi21 p""e h33 ZD 21",格 资 虎灰 小,格 资 小 灰 虎
419,R,2,米,ku?s dzi21 1D5s phe33 qo21,格 备资 虎 灰 色,小 虎 毛 色 灰
419,R,3,田,"si21 th33 44 noss p""e h33 88",果 际 猴灰 走,灰猴 走果 林
420,L,1,张 U,m13 ku133 dp²1 ve31 mD3,地 中 岛 文 玛,地 文 玛 下 岛
420,L,2,甘 张,"dp21 ve31 dp21 p""e"" h33 8X 44",岛 文 岛 灰 走,岛 文 地 下 走
420,L,3,飞,phe33 V133 tshi3l ku? ssms,灰 家 冏三 次 进,三 次 人 黄 昏
420,L,4,三 次 人 黄 昏,zi31 dp21 bp33 tD33,地 亮 晶 先 起,启明星启 明
420,R,1,# A # Z#,phe33 4u33 tsiss m6 21,露 白 露 灰 蒙,黎 明 露 灰 蒙
420,R,2,# A,"tsiss 4u33 p""e"" h33 m6 21",露 白 灰 蒙 水,雾 露 灰 蒙 水
420,R,3,雾 露 灰 蒙 水,21 2.133 pe33 0.55 zi31 gu,蒙 水 灰 头 压,雾 露 压 黎 明
420,R,4,甘 π,bp33 phe33 dzi21 dp21 te33,地 亮灰 埂着,霞光投灰埂
421,L,1,田 开 I,mp 21 th121 kh033 dlp33 Do1,不 吉 一 桩 成,成 一 不 吉 像
421,L,2,田 目,33 pu33 tD33 pu mp21 $033,圈条 起 圈条 不 有,编 竹 没 圈 条
421,R,1,7 A &,kur VD.SS du33 4u33 eend 33,摸 处 白 圈条 搭,依 形 制 条 圈
421,R,2,天 #,VD 21 tsiss tsiss pu33,周 制 先 圈条 走,编 竹 先 砍 条
421,R,3,开 西 57L 安,phe33 21 tshi31 q033 e surs,灰 良 三 次 扯,灰 夜 砍 三 次
421,R,4,见 3E W,pu 33 qo 33 tur33 da44 tsiss,圈条 扯 地 砍 遇,遇 到 条 处 长
422,L,1,见 3E W 田,2m da44 tsiss mp21 t$033,捆 砍 节 不 有,无 节 条 捆 一
