序号,页码,撒尼语读音(我方记法),汉文释义,义项数
2718,106,dɿ+ dɿ+ lɔ+,第二个(弟兄排行),1
2719,106,dɿ+ kɔ+ kɔ+,凉快；凉爽,1
2720,106,dɿ+ mɛ7,船尾,1
2721,106,dɿ+ mɛi+ mɛi+,凉爽,1
2722,106,dɿ+ mɛi+ mɛi+,北方,1
2723,106,dɿ+ nɛ7,沉船,1
2724,106,dɿ+ pɿ7,翻船,1
2725,106,dɿ+ tʂi7,南,1
2726,106,dɿ+ tʂi7 mɛi+,南方,1
2727,106,dɿJ,大便；屎,1
2728,106,dɿJ duJ,肛门,1
2729,106,dɿJ duJ dÃJ,阿谀奉承,1
2730,106,dɿJ duJ mɛ7,臀部,1
2731,106,dɿJ tʂi+ mɔ+,大粪,1
2732,106,dɿJ xɔ+,解大便；拉屎,1
2733,106,dɿJ xɔ+ zɿJ xɔ+,撒尿拉屎,1
2734,106,dɿJ ʐɔ+,大便急,1
2735,107,AJ mɿJ de7,女青年；小姑娘,1
2736,107,de+,①重孙 ②沸腾 ③拆 ④岔,4
2737,107,de+ bɿJ,拆散,1
2738,107,de+ bɿJ zɔJ,曾孙,1
2739,107,de+ dʑiJ gw+,正在沸腾,1
2740,107,de+ tʂhiJ,拆洗,1
2741,107,de+ xɔ+,拆开,1
2742,107,de+ xɔ+ lɔ7,已沸腾,1
2743,107,de+ zɯJ,拆用,1
2744,107,de7,青年(指未婚的青年),1
2745,107,de7 AJ nɯ+,私生子,1
2746,107,dɿ+,滚,1
2747,107,dɿ+ hɿJ duJ,码头,1
2748,107,dɿ+ ku+,造船,1
2749,107,dɿ+ o7,船头,1
2750,107,dɿ+ ʑÃ+,划船；撑船,1
2751,107,dɿ+ ʑÃ+ duJ,渡口,1
2752,107,dɿ+ ʑÃ+ hɿJ,停船,1
2753,107,dɿ+ ʑÃ+ tsho+,船夫,1
2754,107,dɿ+ ʑÃ+ tu+,桨(划船工具),1
2755,107,dɿJ,剥,1
2756,107,tsho+ de7,男青年；小伙子,1
2757,107,tʂhiJ tʂi7 dɿJ,剥羊皮,1
2758,107,tʂɿ7 dɿJ,剥麻皮,1
2759,108,deJ,喘气,1
2760,108,dɛ+,①摇 ②发抖,2
2761,108,dɛ+,林,1
2762,108,dɛ+ bɔJ mɛi+,坡地,1
2763,108,dɛ+ bɿ+,石山,1
2764,108,dɛ+ dlɔ+,墙壁,1
2765,108,dɛ+ dɔ+,出门；外出,1
2766,108,dɛ+ dɔ+ tsho+,旅客,1
2767,108,dɛ+ dɔ+ tʂi+,远行,1
2768,108,dɛ+ lɿ+,角隅；旮旯,1
2769,108,dɛ+ mɛi+,山区,1
2770,108,dɛ+ mɛi+ dɛ+ tɯ+,高寒山区,1
2771,108,dɛ+ nA7 mɛi+,火烧地,1
2772,108,dɛ+ tɖɿ+,打猎,1
2773,108,dɛ+ tɖɿ+ tsho+,猎人,1
2774,108,dɛ+ tɖɿ+ tʂhiJ,猎狗,1
2775,108,dɛ7,①调换 ②卸 ③腾,3
2776,108,dɛ7 bɿJ,还给,1
2777,108,dɛ7 ghɔJ,赔还,1
2778,108,dɛ7 tɔ7,卸货,1
2779,108,dɛ7 xɔ+,撤换,1
2780,109,dA+,塌,1
2781,109,dA+ tshɿ+ lɿ+,倒塌；塌下来,1
2782,109,dA+ xɔ+,塌,1
2783,109,dAJ,①游(水) ②舔 ③变,3
2784,109,dAJ dzɔJ,舔,1
2785,109,dAJ ku7 tɯ7 ku7 mɔ+,魔术师,1
2786,109,dAJ lɔJ,变成,1
2787,109,dAJ xɔ+,变化,1
2788,109,dɔ+ dɔ7,衣裳裤子,1
2789,109,dɔ7,裤子,1
2790,109,dɔ7 bɛ+,裤子,1
2791,109,dɔ7 khuJ,裤腰,1
2792,109,dɔ7 khuJ dʐɛJ nɿ7,裤带,1
2793,109,dɔ7 tho+,裤裆,1
2794,109,dɔ7 tʂhi+,裤脚,1
2795,109,dɛ+ dlɔ+ ʑɛi+,刷墙,1
2796,109,dɛ+ dʐɔJ,山箐,1
2797,109,dɛ+ dʐɿJ,野兽,1
2798,109,dɛ+ geJ pw+ tʂɿ7,深箐,1
2799,109,dɛ+ gɔ+,野外,1
2800,109,dɛ+ tʂɿ7,山谷,1
2801,109,dɛ+ tʂɿ7 mɔ+,深山绝谷,1
2802,109,dɛ+ tʂʰɛi+,山上,1
2803,109,dɛ+ xɛiJ mɛi+,火种地(刀耕火种的地),1
2804,109,dɛ+ ʐɔJ,野菜,1
2805,109,dɛ+ ʐɔJ dɛ+ tʂʰɛi+,原野,1
2806,109,dɛ+ ʐɯ+ Sɿ+,樱桃树,1
2807,110,dɔ+,舌头,1
2808,110,dɔ+,①灵魂 ②蛋 ③月,3
2809,110,dɔ+ Se+ dziJ,倒勾刺,1
2810,110,dɔ+ ZɛiJ,大舌头；口齿不清,1
2811,110,dɔ+ bɔ+,月,1
2812,110,dɔ+ bɔ+ Sɔ+,明月,1
2813,110,dɔ+ bɔ+ Zɛi+,月不明(指月亮被乌云遮住时的状况),1
2814,110,dɔ+ bɔ+ dɔ+,月出,1
2815,110,dɔ+ bɔ+ gw+,月底,1
2816,110,dɔ+ bɔ+ gɛi+ gɔJ mɔ+,月牙(新月),1
2817,110,dɔ+ bɔ+ mɔ+,月亮,1
2818,110,dɔ+ bɔ+ tɖɿ7,月落,1
2819,110,dɔ+ bɔ+ tʂhiJ lɿ+ dzɔJ,月蚀(天狗吃月亮),1
2820,110,dɔ+ bɔ+ tʂiJ dɔ+,七个月,1
2821,110,dɔ+ dAJ,舔舌头,1
2822,110,dɔ+ dɔ+,千万(务必),1
2823,110,dɔ+ mɔ+,卵；蛋,1
2824,110,dɔ+ mɔ+ mɿ7,孵卵,1
2825,110,dɔ+ mɛ7,月尾,1
2826,110,dɔ+ nɔ+,舌痛,1
2827,110,dɔ+ o7 gɔJ,舌尖,1
2828,110,dɔ+ tɖɿ+,闰月,1
2829,110,dɔ+ tɛ+,口齿不清,1
2830,110,dɔ+ tɛ+ tɛ+ mu+,口吃,1
2831,110,dɔ+ tʂhi+,舌根,1
2832,110,dɔ+ zɔJ,小舌,1
2833,110,dɔ+ ʐɔ+,诽谤,1
2834,111,dɔ+,①衣 ②等,2
2835,111,dɔ+ bɛ+,衣服,1
2836,111,dɔ+ bɛ+ mɛ7 dɿ+ mɔ+,长衫；长袍,1
2837,111,dɔ+ bɛ+ pw+,补衣服,1
2838,111,dɔ+ bɛ+ tɖɿ+,折叠衣服,1
2839,111,dɔ+ dlɛ+,满月,1
2840,111,dɔ+ dɔ+ muJ ne+ mɔ+,才才千万(意为一定),1
2841,111,dɔ+ gɔ+,月内,1
2842,111,dɔ+ gɔ+ kw+,产期；做月子,1
2843,111,dɔ+ k?ɿ,月晕,1
2844,111,dɔ+ kw+,月内,1
2845,111,dɔ+ o7,月初,1
2846,111,dɔ7,(字头),1
2847,111,dɔ7,①漂 ②漱,2
2848,111,dɔ7 dɔJ,甩开(人),1
2849,111,dɔ7 ŋɛiJ,庄稼,1
2850,111,dɔ7 ŋɛiJ bɛiJ,耪庄稼,1
2851,111,dɔ7 ŋɛiJ bɛiJ tsho+,庄稼人,1
2852,111,dɔ7 ŋɛiJ gɔJ,耪庄稼,1
2853,111,dɔ7 ŋɛiJ mu+ tsho+,农民,1
2854,111,dɔ7 ŋɛiJ tʂi+ hɔ+ nɛi+,谷雨(节令),1
2855,111,dɔJ,叶子,1
2856,111,dɔJ VAJ,萎缩,1
2857,111,dɔJ bɛi+ mɔ+,长羊毛,1
2858,111,dɔJ kɔ7 duJ,胯间,1
2859,111,dɔJ phi7,大腿,1
2860,112,dɔ+ bɛ+ du+ gAJ mɔ+,旧衣服,1
2861,112,dɔ+ bɛ+ ho+,染衣服,1
2862,112,dɔ+ bɛ+ khu7 tʂi7 mɔ+,纽扣,1
2863,112,dɔ+ bɛ+ nAJ,缝衣服,1
2864,112,dɔ+ bɛ+ nAJ tsho+,裁缝,1
2865,112,dɔ+ bɛ+ nAJ tu+,缝纫机,1
2866,112,dɔ+ bɛ+ tsi7,浆衣服,1
2867,112,dɔ+ bɛ+ tɖe+,晾衣服,1
2868,112,dɔ+ bɛ+ tʂhiJ lɔ+ thu+,棒槌,1
2869,112,dɔ+ bɛ+ ʑÃ+ bɛi+ mɔ+,破衣服,1
2870,112,dɔ+ dɔ7,衣裤,1
2871,112,dɔ+ dʑiJ,阻止；阻挡,1
2872,112,dɔ+ dʑiJ mɔJ dɛiJ,迫不及待,1
2873,112,dɔ+ gw+ lɿ+,祭奠,1
2874,112,dɔ+ gɔ+ mɔ+,磨芋(一种山芋),1
2875,112,dɔ+ lɔ7,期待；等待,1
2876,112,dɔ+ lɛ+ ghɯJ,衣领,1
2877,112,dɔ+ lɛ+ mɔ+,衣边,1
2878,112,dɔ+ mɛ7,衣兜(指衣襟下段),1
2879,112,dɔ+ mɛ7 nɔ+ kɔ+,后襟尾边,1
2880,112,dɔ+ tɖɿ+ du+,夹衣,1
2881,112,dɔJ,①面 ②看到 ③朝；向 ④照(射) ⑤丢(拐棍),5
2882,113,dɔ+,①生蛆 ②蛆,2
2883,113,dɔ+ lɿ+ dzɔJ,生蛆,1
2884,113,dɔ+ mɔ+,蛆,1
2885,113,dɔ+ phɯ+,手上的水泡,1
2886,113,dɔ+ phɯ+ mɔ+,手上长的水泡,1
2887,113,dɔ+ phɯ+ mɔ+ pAJ,爆(指爆米花或爆玉米花),1
2888,113,dɔ+ phɯ+ tɔ+,打泡,1
2889,113,dɔJ,睁(睁眼的睁),1
2890,113,dɔJ Sɔ+,慷慨；大方,1
2891,113,dɔJ ne+,面目；脸庞,1
2892,113,dɔJ ne+ Sɛi+,①扫面子 ②揩脸,2
2893,113,dɔJ ne+ Sɛi+ phɔ+,毛巾,1
2894,113,dɔJ ne+ dlɛ+,翻脸,1
2895,113,dɔJ ne+ mɔJ ŋɔ7,不要脸；不知羞耻,1
2896,113,dɔJ ne+ nɛi+,受气,1
2897,113,dɔJ ne+ nɛi+ buJ,脸红,1
2898,113,dɔJ ne+ pɿ7,翻脸,1
2899,113,dɔJ ne+ tʂhiJ,洗脸,1
2900,113,dɔJ ne+ tʂhiJ gw+,洗脸盆,1
2901,113,dɔJ ne+ tʂo+,体面,1
2902,113,dɔJ ne+ ŋɔ7,爱面子,1
2903,113,dɔJ phu+,开劈,1
2904,113,dɔJ phɯJ ne+ hɯ+,浮肿,1
2905,113,dɔJ tʂhiJ dɔ+ bɔ+ khɔ+,脸洗得似月一样洁(形容脸洗得干净),1
2906,113,dɔJ ŋɔ+,看见,1
2907,113,ne+ dɔJ,睁眼,1
2908,114,du+,①白 ②银,2
2909,114,du+ bu+ zɔJ,童帽上的一种金属装饰品,1
2910,114,du+ bɔJ,白色,1
2911,114,du+ bɔJ bɔJ,白花花；白生生,1
2912,114,du+ dzɛi+ tsho+,银匠,1
2913,114,du+ dɛiJ tsho+,银匠,1
2914,114,du+ khÃ+ SɿJ mɔ+,卡司玛(女青年头上的一种金属装饰品),1
2915,114,du+ phɯ+ zɔJ,银泡(童帽上的一种金属装饰品),1
2916,114,du+ pɔ+ nɿ+,惨白,1
2917,114,du+ tɖe+ zɔJ,银链子,1
2918,114,du+ tʂi+ mɔ+,银元,1
2919,114,du+ zɛiJ zɛiJ,亮闪闪,1
2920,114,du+ ʑe+,白色；银白色,1
2921,114,du+ ʑe+ ʑe+,白茫茫,1
2922,114,du+ ʑɛi+,金银,1
2923,114,du+ ʑɿ+,白虱子,1
2924,114,du+ ʑɿJ ʑɿJ,苍白,1
2925,114,dɿ+,遍,1
2926,114,dɿ+,①件(衣) ②床(量),2
2927,114,dɿ+,①脱 ②通(洞),2
2928,114,dɿ+ lɔ7,通了,1
2929,114,dɿ+ tʂhiJ,洗澡(专指在温泉里洗澡),1
2930,114,dɿ+ tʂhiJ duJ,温泉,1
2931,114,dɿ+ tʂhiJ hɛ+,浴室,1
2932,114,dɿ+ tʂhiJ ʐɔ+,温泉,1
2933,114,dɿ+ xɔ+,①通达 ②推脱,2
2934,114,dɿ7,①晒 ②闪,2
2935,114,dɿ7 fɛi+,晒干,1
2936,114,dɿ7 thɯJ lɿ+,出示,1
2937,114,dɿ7 tɛi+,被晒；晒着,1
2938,114,dɿJ,龙(鼻涕龙的龙),1
2939,114,nɔ+ dɿJ mɔ+,鼻涕龙(常流鼻涕的人),1
2940,115,du+,①炒 ②煎,2
2941,115,du+ dɿJ,炒焦,1
2942,115,du+ gAJ,陈旧,1
2943,115,du+ gAJ mɔ+ tɯ7,折旧,1
2944,115,du+ ghɛi+,银锭子,1
2945,115,du+ mɛi+,炒熟,1
2946,115,duJ,皮(加过工的皮),1
2947,115,duJ gA7 SÃ+,皮箱,1
2948,115,duJ nAJ tsho+,皮匠,1
2949,115,duJ tɖe+,牛皮绳；皮绳子(皮条),1
2950,115,duJ tʂhi+ nɛi+,皮鞋,1
2951,116,duJ,①赦 ②犯 ③放 ④编(辫子),4
2952,116,duJ dɛiJ,打,1
2953,116,duJ lɔJ nɛi+,大后天(今天以后的第四天),1
2954,116,duJ thɯJ,放走,1
2955,116,duJ tshɯ+ lɿ+,放下来,1
2956,116,duJ tshɿ+,放下,1
2957,116,duJ tɔ7,放下；卸(担子),1
2958,116,duJ xɔ+,放开,1
2959,117,1i+,城,1
2960,117,1i+ Kw+,城里,1
2961,117,1i+ ZɛiJ mɔ+,都市,1
2962,117,1i+ dlɔ+,墙,1
2963,117,1i+ dɔJ,墙；围墙,1
2964,117,1i+ dɔJ Vu+,墙筋(放在墙内的条子),1
2965,117,1i+ dɔJ pu7 ne+,墙洞,1
2966,117,1i+ dɔJ tsw+,垒墙；砌墙,1
2967,117,1i+ dɔJ tʂhi+,墙脚,1
2968,117,1i+ dɛiJ,舂墙,1
2969,117,1i+ dʑA+,拍墙(专指舂墙拍打光滑),1
2970,117,1i+ gɔ+,城门,1
2971,117,1i+ gɔ+,城内,1
2972,117,1i+ khɯ+ 1i+ lɛiJ,墙角落,1
2973,117,1i+ mɔ+ 1i+ zɔJ,市镇；城镇,1
2974,117,1i+ o7,城头上,1
2975,117,1i+ tsɿ+ 1i+ ʑɔJ,郊区,1
2976,117,1i+ tʂhi+,①墙基 ②城周围,2
2977,117,1i+ ʑɛi+,守城,1
2978,117,1i7,①掰 ②懒,2
2979,117,1i7 XɔJ,二胡,1
2980,117,1i7 ZɛiJ,第二(指摔跤场上得奖的第二名),1
2981,117,1i7 dlɿJ,折断,1
2982,117,1i7 ʑi+ lɿ+ A+,懒惰,1
2983,117,1i7 ʑi+ tʂʰɛi+,很懒,1
2984,118,1i+,①愿意 ②磨(名词) ③缠 ④吠 ⑤捲,5
2985,118,1i+ 1eJ,磨手柄,1
2986,118,1i+ 1i+,愿意吗？,1
2987,118,1i+ 1oJ,脱套(指牛脱牛担),1
2988,118,1i+ Zɔ+,顺心；愿意,1
2989,118,1i+ dÃ+,镰刀,1
2990,118,1i+ dʑiJ,缠住,1
2991,118,1i+ gwJ phiJ,磨槽；磨盘,1
2992,118,1i+ khɯ+,磨面,1
2993,118,1i+ khɯ+ hɛ+,磨房,1
2994,118,1i+ ne+ SɛiJ,石磨眼,1
2995,118,1i+ pw+ dʑo7 thɿJ ʑɿ+,下磨(指石磨的底下一扇),1
2996,118,1i+ tʂi+ mɔ+,磨齿,1
2997,118,1iJ,①龙 ②里(量词) ③重 ④签,4
2998,118,1iJ dlɔJ,激江(县名),1
2999,118,1iJ dɔ+,龙月(农历三月),1
3000,118,1iJ dɔ+,祭龙,1
3001,118,1iJ ghɔJ,辰(属龙年),1
3002,118,1iJ gwJ,供桌,1
3003,118,1iJ lo+,轻重,1
3004,118,1iJ tu+ 1iJ pw7,笨重,1
3005,118,1iJ tu+ tu+,沉甸甸,1
3006,119,1i+ A+ ge7 thɿJ ʑɿ+,上磨(指磨的上面一扇),1
3007,119,1i+ ʐɔ+,转弯处,1
3008,119,1iJ,脱,1
3009,119,1iJ xɔ+,脱掉,1
3010,119,1ɿ+,①来 ②地(助词) ③被,3
3011,119,1ɿ+ 1ɿ+ 1A+ 1A+,疲疲塌塌,1
3012,119,1ɿ+ dʑɿ+ Vɛi+,姓李,1
3013,119,1ɿ+ lɔ7,平衡,1
3014,119,1ɿ+ thÃJ,礼堂,1
3015,119,1ɿ+ tɔJ,领导,1
3016,119,1ɿ7,①才 ②连 ③常常,3
3017,119,1ɿ7 ZɛiJ,利益,1
3018,119,1ɿ7 tʂo+,只有,1
3019,119,1ɿ7 xɛ7,厉害,1
3020,119,1ɿ7 ŋɔ7,只要,1
3021,119,1ɿ7 ʐɔ+ ʑi7,牛筋草,1
3022,119,1ɿ7 ʑe+,这样,1
3023,119,1ɿ7 ʑɛi+,只是,1
3024,119,1ɿJ,整理,1
3025,119,1ɿJ 1ɿ+,本领,1
3026,119,1ɿJ ʑɿ7,礼节,1
3027,119,1ɿJ ʑɿ7 ZɛiJ,很讲究礼节,1
3028,120,1e+,吐,1
3029,120,1e+ lɛi+ mɔ+,苦栎果；皮哨子,1
3030,120,1e+ mɿ7 tɛi+,诬陷,1
3031,120,1e7,(字头),1
3032,120,1e7 gɛiJ 1e7 tsi+,癞疙瘩,1
3033,120,1e7 mɛiJ,抵赖；赖皮,1
3034,120,1eJ,手,1
3035,120,1eJ bɛiJ,多指,1
3036,120,1eJ fɛi+ 1eJ gɔ+,手舞足蹈,1
3037,120,1eJ mɿJ,脉搏,1
3038,120,1eJ mɿJ Vɔ7,诊脉,1
3039,120,1eJ mɿJ xɔ7,按脉,1
3040,120,1eJ pe+,助手,1
3041,120,1eJ phe+,手,1
3042,120,1eJ phe+ 1ɛ7,棘手,1
3043,120,1eJ phe+ dɔ+ phɯ+ mɔ+,泡(手上起的水泡),1
3044,120,1eJ phe+ dɔ+ phɯ+ mɔ+ tɔ+,打泡(手上打起来的水泡),1
3045,120,1eJ phe+ gɿ+,搓手,1
3046,120,1eJ phe+ nɿ7 pe+,束手,1
3047,120,1eJ phe+ thA7,烫手,1
3048,120,1eJ phe+ thɔ7 tu+,手茧,1
3049,120,1eJ pi7,戒指,1
3050,120,1eJ pɿ7,反手；还手,1
3051,120,1ɿJ,(字头),1
3052,120,1ɿJ VuJ,零售,1
3053,120,1ɿJ bA7,立夏(节令),1
3054,120,1ɿJ fɛiJ,磷肥,1
3055,120,1ɿJ nɛiJ,刻字,1
3056,120,1ɿJ thɿJ,零头,1
3057,120,1ɿJ ʑiJ,临时,1
3058,120,1ɿJ ʑɿ7 gɔ+,敬礼,1
3059,121,1eJ KA7 tsi7,指缝,1
3060,121,1eJ SwJ,指甲,1
3061,121,1eJ Sɛi+ tu+,手帕,1
3062,121,1eJ VA+ dʑiJ,搂肩搭背,1
3063,121,1eJ Vi+,挥手；摆手,1
3064,121,1eJ Vɛi?,左手,1
3065,121,1eJ du7,秃手,1
3066,121,1eJ duJ,袖子,1
3067,121,1eJ dzɿ+,伸手,1
3068,121,1eJ gwJ,撒手；松手；慷慨,1
3069,121,1eJ ku+,①手僵 ②手镯,2
3070,121,1eJ ku+ 1eJ Pi7,首饰,1
3071,121,1eJ kw7,①技术；手艺 ②手巧,2
3072,121,1eJ kw7 zɔJ ghɔ7 mɔ+,手艺高超,1
3073,121,1eJ kɔ+ tɛi+,经手,1
3074,121,1eJ kɿ7,手心,1
3075,121,1eJ lo+,手轻,1
3076,121,1eJ lɛ+,手腕骨,1
3077,121,1eJ lɛ+ tɖɿ+,手腕,1
3078,121,1eJ lɿJ,手力重,1
3079,121,1eJ nɛiJ,列宁,1
3080,121,1eJ nɿ7,肘,1
3081,121,1eJ theJ,举手,1
3082,121,1eJ thɔ7 tu+,手茧,1
3083,121,1eJ tshɯ+,石臼,1
3084,121,1eJ tshɯ+ 1eJ tshɿ+,偷偷摸摸,1
3085,121,1eJ tsw+,双手,1
3086,121,1eJ tsw+ mɔ+,螳螂,1
3087,121,1eJ tu+,握手,1
3088,121,1eJ tɿ7,指缝,1
3089,121,1eJ tʂhA7,插手,1
3090,121,1eJ tʂhiJ ʐɔJ mɔ+ ʑi+,手洗得很干净,1
3091,121,1eJ tʂi+,手指,1
3092,121,1eJ tʂi+ 1eJ nɛi+ mɔ+,十个指头,1
3093,121,1eJ tʂi+ mɔ+,大拇指,1
3094,121,1eJ tʂi+ pɯ+ kɔ+ ʑɛi+ mɔ+,中指,1
3095,121,1eJ tʂi+ xɔJ Sɿ7,倒刺(手指上的倒针),1
3096,121,1eJ tʂi+ zɔJ,小拇指,1
3097,121,1eJ tʂʰɛi+,手背,1
3098,121,1eJ ʐɔ7,右手,1
3099,121,1eJ ʑi7,私方(攒私方),1
3100,121,1eJ ʑui7,顺手,1
3101,122,1eJ XɔJ kɔJ,联合国,1
3102,122,1eJ ge7,碍手,1
3103,122,1eJ ghɔJ,还手,1
3104,122,1eJ ghɯ+ tʂi+,拳头,1
3105,122,1eJ gɔ+,动手；动工；行动；开始；开动；开工；着手,1
3106,122,1eJ gɔ+,巴掌,1
3107,122,1eJ gɔ+ 1eJ ʑɛi+,赤手空拳,1
3108,122,1eJ gɔ+ dʑAJ,鼓掌,1
3109,122,1eJ gɔ+ kɔ+,经手,1
3110,122,1eJ gɔ+ tʂhi+,到手,1
3111,122,1eJ ku+ kɔ+,经办；经手,1
3112,122,1eJ ʐɯJ pu7,臂膀；下臂,1
3113,122,1ɛ+,①容易 ②碾(动词) ③滚 ④脖子,4
3114,122,1ɛ+ be+ 1ɛ+ {?Ã+,吼叫,1
3115,122,1ɛ+ be+ ne+,咽喉；喉头,1
3116,122,1ɛ+ bɿJ 1ɛ+ {?Ã+,大吼大叫；叫嚣,1
3117,122,1ɛ+ mɔ+ 1ɛ+,镶衣边,1
3118,122,1ɛ+ pɿ+,瘿带；大脖子(甲状腺肥大的人),1
3119,122,1ɛ+ tɔJ,短脖子,1
3120,122,1ɛ7,①呢(表示疑问的语气) ②吗(表示疑问的语气),2
3121,122,1ẽ7,(字头),1
3122,122,1ẽ7 pe+,冻结,1
3123,122,1ẽ7 thɯJ lɿ+,炼就,1
3124,123,1A7,破,1
3125,123,1A7 1A7 bɛi+ bɛi+,破烂不堪,1
3126,123,1A7 buJ 1A7 bɛi+,破破烂烂,1
3127,123,1ɛ+,①卷；裹 ②包,2
3128,123,1ɛ+ 1i+,偷懒；懒惰,1
3129,123,1ɛ+ 1ɔ+,容易,1
3130,123,1ɛ+ 1ɛ+,很容易,1
3131,123,1ɛ+ 1ɛ+ 1ɛ7,容易吗？,1
3132,123,1ɛ+ 1ɛ+ ŋɛi+ ŋɛi+,歪歪斜斜,1
3133,123,1ɛ+ ZɛiJ,裹着被子睡,1
3134,123,1ɛ+ dɔ+ lɿ+,滚过来,1
3135,123,1ɛ+ dʑiJ,包庇；袒护,1
3136,123,1ɛ+ e7,容易办,1
3137,123,1ɛ+ ghɯ+ tʂhiJ,喧(脖子),1
3138,123,1ɛ+ ghɯJ,衣领,1
3139,123,1ɛ+ ghɯJ ʑɛiJ mɔ+,大衣领子,1
3140,123,1ɛ+ ku+,项圈,1
3141,123,1ɛ+ nɔ+,碾碎,1
3142,123,1ɛ+ nɿ7 tɿ7,自缢,1
3143,123,1ɛ+ theJ,仰(头仰起来),1
3144,123,1ɛ+ tshɿ+ lɿ+,滚下来,1
3145,123,1ɛ+ tu+,碾子,1
3146,123,1ɛ+ tʂAJ,卷好；包好,1
3147,123,1ɛ+ tʂhiJ,裹住,1
3148,123,1ɛ+ ŋɛi+,①偏头 ②歪斜,2
3149,123,1ɛ+ ʐɯJ,颈；脖子,1
3150,123,1ɛ+ ʐɯJ tɔ+,颈骨,1
3151,123,1ɛ+ ʑɛi+ mɔ+,长颈；长脖子,1
3152,123,1ɛJ,麒麟,1
3153,123,1ɛJ 1ɛJ mu+,滚滚(车轮滚滚),1
3154,124,1A+,(字头),1
3155,124,1A+ tʂi+,精子,1
3156,124,1AJ,①垮 ②塌,2
3157,124,1AJ 1AJ bwJ bwJ,歪歪倒倒,1
3158,124,1AJ bwJ,倒塌,1
3159,124,1AJ kɛi+,劳改,1
3160,124,1AJ tshɿ+ lɿ+,倒下来,1
3161,124,1AJ tɿJ,蜡烛,1
3162,124,1AJ xɔ+,垮了,1
3163,124,1ɔ+,①撑子 ②个,2
3164,124,1ɔ+ pw+,监狱,1
3165,124,1ɔ7,①虎 ②着(用在动词后面作嘱咐语的语气),2
3166,124,1ɔ7 Zɛi+ mɔ+ pi+,猎虎舞,1
3167,124,1ɔ7 dziJ mɔ+,猛虎,1
3168,124,1ɔ7 dɔ+,虎月(农历正月),1
3169,124,1ɔ7 dɔ+ tshɿ+ ŋɔ7,正月十五,1
3170,124,1ɔ7 ghɔJ,寅(属虎年),1
3171,124,1ɔ7 mɔ+,母虎,1
3172,124,1ɔ7 pɔ7,公虎,1
3173,124,1ɔ7 tʂhi+ du+,虎脚迹,1
3174,124,1ɔ7 tʂi+,虎皮,1
3175,124,1ɔ7 tʂi+,虎牙,1
3176,125,1ɔ+ 1ɔ+,几乎；差点儿,1
3177,125,1ɔ+ Xɯ+,麝香,1
3178,125,1ɔ+ dʑiJ,阻拦,1
3179,125,1ɔ+ o7,老挝,1
3180,125,1ɔ+ thɯ+,锤,1
3181,125,1ɔ+ thɯ+ tʂi7 Sɔ+,严厉指责,1
3182,125,1ɔ+ thɯ+ ʑɛiJ mɔ+ tʂi7,打夯,1
3183,125,1ɔ+ ʑi+ mɔ+,蟒,1
3184,125,1ɔJ,①黄牛(古语) ②两(量词) ③香椿,3
3185,125,1ɔJ 1i+,牛担子(牛拉东西时架在牛脖子上的木杠),1
3186,125,1ɔJ Sɿ+,椿木,1
3187,125,1ɔJ Sɿ+ thɿJ tɿ+,一棵香椿树,1
3188,125,1ɔJ bu+,公牛,1
3189,125,1ɔJ dɔJ,茶叶,1
3190,125,1ɔJ niJ,陆良(县名),1
3191,125,1ɔJ nɿ7,牛鞅(牛脖绳),1
3192,125,1ɔJ phAJ tsi+,中年人,1
3193,125,1ɔJ pɛi+,茶壶,1
3194,125,1ɔJ tshÃ+,①采茶 ②摘香椿,2
3195,125,1ɔJ tsi+,椿树,1
3196,125,1ɔJ tu+,牛鞭子；鞭子,1
3197,125,1ɔJ tʂi+,茶水,1
3198,125,1ɔJ tʂi+ dɔJ mɔ+,浓茶,1
3199,125,1ɔJ tʂi+ tʂi+,泡茶,1
3200,125,1ɔJ tʂi+ tʂi7,喝茶,1
3201,125,1ɔJ ʑiJ tʂAJ,挺好,1
3202,125,tshɔJ thɿJ 1ɔJ,一两盐,1
3203,126,1o+,①轻 ②里(附在哪的后面表示处所),2
3204,126,1o+ Si7,似乎；类似；相似；好像,1
3205,126,1o+ Sɔ+,罗唆,1
3206,126,1o+ phɛi+ phɛi+,轻巧,1
3207,126,1o+ phɛiJ nɿ+ zɔJ,轻便,1
3208,126,1o+ phɛiJ phɛiJ,轻飘飘,1
3209,126,1o+ thɿ+ nɿ+ zɔJ,轻快,1
3210,126,1o+ xɔ+,减轻,1
3211,126,1o7,牧；放,1
3212,126,1oJ,①溢 ②石(容量单位，市石的通称),2
3213,126,1ɔJ,(字头),1
3214,126,1ɔJ ghɔJ,连枷(一种脱粒工具),1
3215,126,1ɔJ hw7,骗子,1
3216,126,1ɔJ hɔ+,笠帽,1
3217,126,1ɔJ tɔ+ lɿ+,捞起来,1
3218,126,1ɔJ tɔJ mɔJ fÃJ,劳动模范,1
3219,126,1ɔJ tɛi+ mɔJ dɛiJ,捞不到,1
3220,126,1ɔJ tʂhɿJ,犁铧,1
3221,126,1ɔJ tʂɿ+,醃椿(一种食物),1
3222,126,1ɔJ xÃ+ zɔJ,茶杯,1
3223,126,1ɔJ ŋɛi+,傻瓜,1
3224,126,1ɔJ ŋɛi+ 1ɔJ tʂhiJ,傻里傻气,1
